rank,username,digg_profile_username,display_name,role,cohort,tech_ranked_followers,gravity,score,followers_count,bio,x_id,github_url,previous_rank,rank_change,category_rank,category_confidence,vibe_distribution,vibe_tweet_count,is_new_entrant,is_emerging_startup,emerging_reasoning,classification_tldr,cohort_rank,digg_url,x_url
233,zoink,zoink,Dylan Field,Founder,tech,227,2.995,227,244878,eliminate the gap between imagination and reality,9445792,https://github.com/dfield,548,315,37,9.5,"{'troll': 0, 'banter': 3.2, 'hopeful': 16.9, 'humorous': 14.4, 'teaching': 6.3, 'combative': 0, 'informing': 19.8, 'announcing': 13.8, 'supportive': 16.2, 'provocative': 7.3, 'devils_advocate': 2}",198,False,False,,,78,https://digg.com/u/x/zoink,https://x.com/zoink
234,adamdangelo,adamdangelo,Adam D'Angelo,Founder,tech,226,2.982,226,110533,"CEO of Quora, working on Poe: @poe_platform",10476462,https://github.com/adamdangelo,439,205,38,9,"{'troll': 0, 'banter': 0, 'hopeful': 22.2, 'humorous': 1.5, 'teaching': 18.8, 'combative': 0, 'informing': 26, 'announcing': 17.1, 'supportive': 7.4, 'provocative': 5.1, 'devils_advocate': 2.1}",200,False,False,,,79,https://digg.com/u/x/adamdangelo,https://x.com/adamdangelo
235,nsaphra,nsaphra,Naomi Saphra,Academic,ai,226,2.982,226,10801,"Waiting on a robot body. All opinions are universal and held by both employers and family. Now a dedicated grok hate account.

(I post more elsewhe...",215113195,https://github.com/nsaphra,238,3,65,9,"{'troll': 0.6, 'banter': 2.9, 'hopeful': 3.7, 'humorous': 15.8, 'teaching': 20.3, 'combative': 0.8, 'informing': 25.4, 'announcing': 10.2, 'supportive': 6.7, 'provocative': 11.8, 'devils_advocate': 1.8}",198,False,False,,,156,https://digg.com/u/x/nsaphra,https://x.com/nsaphra
236,michael_nielsen,michael_nielsen,Michael Nielsen,Researcher,tech,225,2.968,225,119522,"Searching for the numinous
🇦🇺 🇨🇦, currently live in 🇺🇸
Research @AsteraInstitute

http://michaelnotebook.com
https://bsky.app/profile/michaelnielse...",15626406,https://github.com/mnielsen,188,-48,44,7.5,"{'troll': 0, 'banter': 0.4, 'hopeful': 6.9, 'humorous': 7.6, 'teaching': 19.7, 'combative': 0, 'informing': 37.6, 'announcing': 6.1, 'supportive': 12.8, 'provocative': 6.8, 'devils_advocate': 2.3}",200,False,False,,,80,https://digg.com/u/x/michael_nielsen,https://x.com/michael_nielsen
237,ShaneLegg,shanelegg,Shane Legg,Founder,tech,225,2.968,225,80727,"Chief AGI Scientist & Co-Founder, Google DeepMind

Work website: http://www.deepmind.com
Personal blog: http://www.vetta.org",37254334,https://github.com/mathemajician,147,-90,39,8.5,"{'troll': 0, 'banter': 0.7, 'hopeful': 19.1, 'humorous': 9.8, 'teaching': 6.7, 'combative': 0, 'informing': 19.2, 'announcing': 18.2, 'supportive': 23.4, 'provocative': 2.3, 'devils_advocate': 0.7}",159,False,False,,,81,https://digg.com/u/x/shanelegg,https://x.com/ShaneLegg
238,benthompson,benthompson,Ben Thompson,Creator,tech,225,2.968,225,273859,Author/Founder of @stratechery. Host of @ditheringfm @sharptechpod. @notechben for sports. @monkbent on other networks. Home on the Internet.,40273,https://github.com/monkbent,570,332,10,9,"{'troll': 0, 'banter': 1.7, 'hopeful': 6.6, 'humorous': 13.2, 'teaching': 7.9, 'combative': 2.3, 'informing': 28, 'announcing': 10.8, 'supportive': 17.2, 'provocative': 11, 'devils_advocate': 1.2}",189,False,False,,,82,https://digg.com/u/x/benthompson,https://x.com/benthompson
239,nikitabier,nikitabier,Nikita Bier,Executive,tech,225,2.968,225,1161889,"head of product @x, advisor @solana, venture partner @lightspeedvp, ex-founder @gasappteam (acq by discord), ex-founder @thetbhapp (acq by facebook)",636513296,,506,267,11,8.5,"{'troll': 0, 'banter': 3.8, 'hopeful': 11.9, 'humorous': 23.4, 'teaching': 5.1, 'combative': 0.2, 'informing': 17.2, 'announcing': 21.3, 'supportive': 10.3, 'provocative': 6.4, 'devils_advocate': 0.4}",200,False,False,,,83,https://digg.com/u/x/nikitabier,https://x.com/nikitabier
240,redpony,redpony,Chris Dyer,Researcher,ai,224,2.955,224,10400,"i live in Angel, London. I am a researcher at DeepMind. I play the cello. 𒌓𒈪𒊭𒄠𒋗 𒆪𒌦𒄭𒁺 𒌓 𒌨𒊑𒅇𒈬𒅆𒋢𒌨𒅇𒈨𒇷𒅍",14408924,https://github.com/redpony,269,29,45,9,"{'troll': 0, 'banter': 1.1, 'hopeful': 10.1, 'humorous': 6, 'teaching': 17, 'combative': 0, 'informing': 25.4, 'announcing': 14.1, 'supportive': 21.1, 'provocative': 4.1, 'devils_advocate': 1.1}",57,False,False,,,157,https://digg.com/u/x/redpony,https://x.com/redpony
241,nalkalc,nalkalc,Nal,Researcher,ai,224,2.955,224,35802,"Angel investor. Ex Researcher in Deep Learning @GoogleDeepMind. Co-creator @GoogleAI Brain Amsterdam, Ex original @DeepMind, Edu at Oxford, UvA and...",3460735528,,226,-15,46,7.5,"{'troll': 0, 'banter': 2.3, 'hopeful': 15.1, 'humorous': 7.5, 'teaching': 16.1, 'combative': 0, 'informing': 27.8, 'announcing': 12.9, 'supportive': 13.8, 'provocative': 3.8, 'devils_advocate': 0.8}",148,False,False,,,158,https://digg.com/u/x/nalkalc,https://x.com/nalkalc
242,ericzelikman,ericzelikman,Eric Zelikman,Founder,ai,223,2.942,223,23723,"cofounder & ceo @humansand - building ai for humans // was lgtm-ing @xAI, phd-ing @stanford",137463715,https://github.com/ezelikman,196,-46,40,8.5,"{'troll': 0, 'banter': 3.4, 'hopeful': 11, 'humorous': 15, 'teaching': 17.3, 'combative': 0, 'informing': 23.8, 'announcing': 10.7, 'supportive': 11.6, 'provocative': 6.4, 'devils_advocate': 0.9}",200,False,False,,,159,https://digg.com/u/x/ericzelikman,https://x.com/ericzelikman
243,PalmerLuckey,palmerluckey,Palmer Luckey,Founder,tech,223,2.942,223,931788,"I am a technology enthusiast, writer, and modder. Founder of @ModRetro, @Oculus VR, and @Anduriltech. Keeping American superheroes safe with autono...",294306372,https://github.com/PalmerLuckey,583,340,41,7.5,"{'troll': 0.4, 'banter': 5.1, 'hopeful': 8.2, 'humorous': 14.5, 'teaching': 8.5, 'combative': 4.9, 'informing': 21.7, 'announcing': 11.6, 'supportive': 6.4, 'provocative': 16.8, 'devils_advocate': 1.8}",179,False,False,,,84,https://digg.com/u/x/palmerluckey,https://x.com/PalmerLuckey
244,jpineau1,jpineau1,Joelle Pineau,Academic,ai,221,2.916,221,15444,"Chief AI Officer, @cohere
Professor of Computer Science, @mcgillu
Core academic member, @Mila_Quebec
Ex-Meta (FAIR team)",1098965645079834625,,233,-11,66,8.2,"{'troll': 0, 'banter': 0.5, 'hopeful': 28.4, 'humorous': 1.8, 'teaching': 3.1, 'combative': 0, 'informing': 18.6, 'announcing': 24.8, 'supportive': 20.9, 'provocative': 0.9, 'devils_advocate': 1.1}",85,False,False,,,160,https://digg.com/u/x/jpineau1,https://x.com/jpineau1
245,jasonbaldridge,jasonbaldridge,Jason Baldridge,Researcher,ai,221,2.916,221,10047,Research scientist at Google DeepMind in London working on generative media.,119837224,https://github.com/jasonbaldridge,290,45,47,9,"{'troll': 0, 'banter': 1.6, 'hopeful': 14.6, 'humorous': 10.8, 'teaching': 10.9, 'combative': 0, 'informing': 21.6, 'announcing': 26.3, 'supportive': 12.6, 'provocative': 1.4, 'devils_advocate': 0.2}",119,False,False,,,161,https://digg.com/u/x/jasonbaldridge,https://x.com/jasonbaldridge
246,jack,jack,jack,Founder,tech,221,2.916,221,9429852,no state is the best state,12,,552,306,42,8.5,"{'troll': 0, 'banter': 4.1, 'hopeful': 14.2, 'humorous': 7.5, 'teaching': 4.8, 'combative': 0.3, 'informing': 21.3, 'announcing': 20.9, 'supportive': 22.4, 'provocative': 4.2, 'devils_advocate': 0.3}",197,False,False,,,85,https://digg.com/u/x/jack,https://x.com/jack
247,douwekiela,douwekiela,Douwe Kiela,Founder,ai,221,2.916,221,15508,"Contextualizing AI @GoogleDeepMind, ex-@ContextualAI CEO, @Stanford Adjunct Prof",1594508888,https://github.com/douwekiela,237,-10,43,8.5,"{'troll': 0, 'banter': 0.5, 'hopeful': 12.3, 'humorous': 2.5, 'teaching': 21, 'combative': 0.1, 'informing': 29.7, 'announcing': 11.6, 'supportive': 13.5, 'provocative': 7, 'devils_advocate': 2}",200,False,False,,,162,https://digg.com/u/x/douwekiela,https://x.com/douwekiela
248,ericschmidt,ericschmidt,Eric Schmidt,Executive,tech,221,2.916,221,2035864,"Former Executive Chairman & CEO, KBE",93957809,,313,65,12,7.5,"{'troll': 0, 'banter': 0.2, 'hopeful': 22.5, 'humorous': 0.4, 'teaching': 6.7, 'combative': 0, 'informing': 25.8, 'announcing': 18.9, 'supportive': 19.2, 'provocative': 5.9, 'devils_advocate': 0.4}",198,False,False,,,86,https://digg.com/u/x/ericschmidt,https://x.com/ericschmidt
249,Smerity,smerity,Smerity,Research Engineer,tech,220,2.902,220,32126,"ML x science.
Founding Member of Technical Staff at @PrometheusInc.
Prev @midjourney, @SFResearch, @CommonCrawl.
@Harvard '14, @Sydney_Uni '11. 🇦🇺 ...",15363432,https://github.com/smerity,154,-95,30,7.5,"{'troll': 0, 'banter': 0.7, 'hopeful': 4.8, 'humorous': 21, 'teaching': 18.5, 'combative': 0.1, 'informing': 28.5, 'announcing': 5.4, 'supportive': 6.4, 'provocative': 13.6, 'devils_advocate': 1.1}",179,False,False,,,87,https://digg.com/u/x/smerity,https://x.com/Smerity
250,GuillaumeLample,guillaumelample,Guillaume Lample @ NeurIPS 2024,Founder,tech,220,2.902,220,46081,Cofounder & Chief Scientist http://Mistral.ai (@MistralAI). Working on LLMs. Ex @MetaAI | PhD @Sorbonne_Univ_ | MSc @CarnegieMellon | X11 @Polytech...,806058672619212800,https://github.com/glample,120,-130,44,7.5,"{'troll': 0, 'banter': 0.2, 'hopeful': 11, 'humorous': 0.6, 'teaching': 14.1, 'combative': 0, 'informing': 34.4, 'announcing': 28.2, 'supportive': 10.5, 'provocative': 0.8, 'devils_advocate': 0.2}",167,False,False,,,88,https://digg.com/u/x/guillaumelample,https://x.com/GuillaumeLample
251,animesh_garg,animesh_garg,Animesh Garg,Academic,ai,219,2.889,219,34947,Foundation Models for Generalizable Autonomy in Robotics. Reinforcement Learning. Faculty in AI Robotics @GeorgiaTech. Prev @nvidia @UCberkeley @st...,101810581,https://github.com/animesh-garg,261,10,67,9,"{'troll': 0.2, 'banter': 1.1, 'hopeful': 18.3, 'humorous': 4.6, 'teaching': 13.8, 'combative': 0.3, 'informing': 22.6, 'announcing': 9.5, 'supportive': 18.2, 'provocative': 8.6, 'devils_advocate': 2.8}",179,False,False,,,163,https://digg.com/u/x/animesh_garg,https://x.com/animesh_garg
252,HannaHajishirzi,hannahajishirzi,Hanna Hajishirzi,Academic,ai,218,2.876,218,11753,"VP@Microsoft-AI; past: Olmo, Tulu",1098819287446253569,,285,33,68,8,"{'troll': 0, 'banter': 1.7, 'hopeful': 13.6, 'humorous': 3.2, 'teaching': 6, 'combative': 0, 'informing': 24.7, 'announcing': 19.4, 'supportive': 30.9, 'provocative': 0.6, 'devils_advocate': 0}",166,False,False,,,164,https://digg.com/u/x/hannahajishirzi,https://x.com/HannaHajishirzi
253,doomie,doomie,Dumitru Erhan,Research Engineer,tech,218,2.876,218,19077,Co-lead of Gemini Omni @GoogleDeepMind.  Senior Research Director.,14393114,https://github.com/doomie,162,-91,31,8.5,"{'troll': 0, 'banter': 4.1, 'hopeful': 17.3, 'humorous': 25.8, 'teaching': 3, 'combative': 0.2, 'informing': 13.2, 'announcing': 14.2, 'supportive': 15.8, 'provocative': 5.3, 'devils_advocate': 1.2}",200,False,False,,,89,https://digg.com/u/x/doomie,https://x.com/doomie
254,NeelNanda5,neelnanda5,Neel Nanda,AI Safety,ai,218,2.876,218,41242,"Mechanistic Interpretability lead DeepMind. Formerly @AnthropicAI, independent. In this to reduce AI X-risk. Neural networks can be understood, let...",1542528075128348674,https://github.com/neelnanda-io,223,-31,16,9,"{'troll': 0, 'banter': 0.5, 'hopeful': 15.6, 'humorous': 2, 'teaching': 13.2, 'combative': 0.2, 'informing': 28.4, 'announcing': 18.6, 'supportive': 17.5, 'provocative': 3, 'devils_advocate': 0.9}",198,False,False,,,165,https://digg.com/u/x/neelnanda5,https://x.com/NeelNanda5
255,dmdohan,dmdohan,David Dohan,Researcher,tech,218,2.876,218,12036,"reducing perplexity @openai
| past: probabilistic programs, proteins, science & reasoning @ google brain 🧠",359017793,https://github.com/dmrd,185,-70,48,9,"{'troll': 0.1, 'banter': 1.8, 'hopeful': 15.5, 'humorous': 12.2, 'teaching': 14.1, 'combative': 0, 'informing': 26.6, 'announcing': 14, 'supportive': 10.2, 'provocative': 5.2, 'devils_advocate': 0.4}",168,False,False,,,90,https://digg.com/u/x/dmdohan,https://x.com/dmdohan
256,arthurmensch,arthurmensch,Arthur Mensch,Founder,tech,218,2.876,218,72966,Co-founder and CEO @MistralAI. Mistral Vibe can help you https://vibe.mistral.ai,51091819,https://github.com/arthurmensch,187,-69,45,9.5,"{'troll': 0, 'banter': 1.8, 'hopeful': 15.5, 'humorous': 6.3, 'teaching': 6.9, 'combative': 0.3, 'informing': 19.5, 'announcing': 30, 'supportive': 13.8, 'provocative': 4.6, 'devils_advocate': 1.2}",131,False,False,,,91,https://digg.com/u/x/arthurmensch,https://x.com/arthurmensch
257,emilymbender,emilymbender,@emilymbender.bsky.social,Academic,ai,217,2.863,217,56262,"Prof, Linguistics, UW // Faculty Director, CLMS // she/her // @emilymbender@dair-community.social & bsky // rep by @ianbonaparte",172179385,https://github.com/emilymbender,282,25,69,,"{'troll': 0, 'banter': 0.3, 'hopeful': 2.2, 'humorous': 6.3, 'teaching': 16.9, 'combative': 0.2, 'informing': 26.4, 'announcing': 21.5, 'supportive': 7.9, 'provocative': 17.3, 'devils_advocate': 1}",200,False,False,,,166,https://digg.com/u/x/emilymbender,https://x.com/emilymbender
258,VitalikButerin,vitalikbuterin,vitalik.eth,Founder,tech,217,2.863,217,6765245,"I choose balance. First-level balance.

mi pinxe lo crino tcati

https://slatestarcodex.com/2018/09/12/in-the-balance/",295218901,https://github.com/vbuterin,312,54,46,7.5,"{'troll': 0, 'banter': 0.6, 'hopeful': 17.7, 'humorous': 2.8, 'teaching': 26.1, 'combative': 0, 'informing': 22, 'announcing': 6.5, 'supportive': 13, 'provocative': 8.5, 'devils_advocate': 3}",200,False,False,,,92,https://digg.com/u/x/vitalikbuterin,https://x.com/VitalikButerin
259,bgurley,bgurley,Bill Gurley,Investor,tech,217,2.863,217,763656,"Founder/President @p3institute
Author: Runnin' Down a Dream, pre-order link below!
Founder: Runnin' Down a Dream Foundation
VC @benchmark 
Trustee ...",5252591,,758,499,10,8.5,"{'troll': 0, 'banter': 1.6, 'hopeful': 12.1, 'humorous': 5.1, 'teaching': 12.9, 'combative': 0, 'informing': 21.2, 'announcing': 13.2, 'supportive': 21.5, 'provocative': 10.2, 'devils_advocate': 2.4}",200,False,False,,,93,https://digg.com/u/x/bgurley,https://x.com/bgurley
260,eunsolc,eunsolc,Eunsol Choi,Academic,ai,217,2.863,217,6449,"on natural language processing / machine learning. assistant prof at @NYUDataScience @NYU_Courant prev @UTCompSci @googleai, @uwcse, @Cornell.",774769139269283842,https://github.com/eunsol,283,23,70,,"{'troll': 0, 'banter': 0, 'hopeful': 15.9, 'humorous': 0.5, 'teaching': 13.8, 'combative': 0, 'informing': 26, 'announcing': 31, 'supportive': 11, 'provocative': 1.8, 'devils_advocate': 0}",54,False,False,,,167,https://digg.com/u/x/eunsolc,https://x.com/eunsolc
261,jure,jure,Jure Leskovec,Academic,ai,217,2.863,217,44846,Professor of #computerscience @Stanford; Co-founder at http://Kumo.AI #machinelearning #graphs.,8143682,https://github.com/profjure,276,15,71,8.5,"{'troll': 0, 'banter': 0.2, 'hopeful': 19.3, 'humorous': 0.6, 'teaching': 9.8, 'combative': 0, 'informing': 26.8, 'announcing': 27.9, 'supportive': 13.9, 'provocative': 1.6, 'devils_advocate': 0}",200,False,False,,,168,https://digg.com/u/x/jure,https://x.com/jure
262,merettm,merettm,Jakub Pachocki,Researcher,tech,216,2.85,216,58098,OpenAI,1032406226502479872,https://github.com/merettm,219,-43,49,8.5,"{'troll': 0, 'banter': 0, 'hopeful': 27, 'humorous': 0, 'teaching': 3.5, 'combative': 0, 'informing': 26, 'announcing': 19.5, 'supportive': 24, 'provocative': 0, 'devils_advocate': 0}",10,False,False,,,94,https://digg.com/u/x/merettm,https://x.com/merettm
263,ZeyuanAllenZhu,zeyuanallenzhu,"Zeyuan Allen-Zhu, Sc.D.",Researcher,ai,216,2.85,216,25879,"physics of language models @ Meta (FAIR at MSL, not GenAI or TBD)
🎓：Tsinghua Physics — MIT CSAIL — Princeton/IAS
🏅：IOI x 2 — ICPC — USACO — Codejam...",136335720,https://github.com/zhuzeyuan,252,-11,50,9.5,"{'troll': 0, 'banter': 0.6, 'hopeful': 10.5, 'humorous': 3.4, 'teaching': 24.5, 'combative': 0.7, 'informing': 24.7, 'announcing': 16.6, 'supportive': 13.5, 'provocative': 4.4, 'devils_advocate': 1}",164,False,False,,,169,https://digg.com/u/x/zeyuanallenzhu,https://x.com/ZeyuanAllenZhu
264,catherineols,catherineols,Catherine Olsson,Research Engineer,tech,216,2.85,216,21453,"Hanging out with Claude, improving its behavior, and building tools to support that @AnthropicAI 😁

prev: @open_phil @googlebrain @openai (@microco...",149627584,https://github.com/catherio,157,-107,32,8,"{'troll': 0, 'banter': 1.5, 'hopeful': 10.9, 'humorous': 11, 'teaching': 19.2, 'combative': 0, 'informing': 23.8, 'announcing': 10, 'supportive': 16.4, 'provocative': 5.9, 'devils_advocate': 1.4}",200,False,False,,,95,https://digg.com/u/x/catherineols,https://x.com/catherineols
265,karinanguyen,karinanguyen,Karina,Research Engineer,tech,215,2.836,215,43656,"building @thoughtfullab, prev. AI research & product @OpenAI, @AnthropicAI, @maisonagi",1094268079540920321,https://github.com/karinanguyen,216,-49,33,7.5,"{'troll': 0, 'banter': 0.6, 'hopeful': 21.9, 'humorous': 7, 'teaching': 15.7, 'combative': 0.3, 'informing': 21.2, 'announcing': 16.5, 'supportive': 13.8, 'provocative': 3, 'devils_advocate': 0.2}",199,False,False,,,96,https://digg.com/u/x/karinanguyen,https://x.com/karinanguyen
266,eshear,eshear,Emmett Shear,Founder,tech,215,2.836,215,123613,CEO of Softmax: Massively Multiplayer Learning Environments,905201,https://github.com/eshear,344,78,47,8,"{'troll': 0, 'banter': 0.8, 'hopeful': 7.5, 'humorous': 7.2, 'teaching': 42.1, 'combative': 0, 'informing': 21.1, 'announcing': 3.7, 'supportive': 4.9, 'provocative': 11.7, 'devils_advocate': 1.2}",199,False,False,,,97,https://digg.com/u/x/eshear,https://x.com/eshear
267,nearcyan,nearcyan,near,Engineer,tech,214,2.823,214,177387,allow yourself to introspect and realize what was lost: twitter will never return to what it once was. close your phone; think about how you now sp...,1128159740599656448,https://github.com/Nearcyan,266,-1,3,6.5,"{'troll': 0.2, 'banter': 4.4, 'hopeful': 6.1, 'humorous': 31.2, 'teaching': 9.2, 'combative': 0.7, 'informing': 16.6, 'announcing': 5.3, 'supportive': 5.1, 'provocative': 19.8, 'devils_advocate': 1.4}",179,False,False,,,98,https://digg.com/u/x/nearcyan,https://x.com/nearcyan
268,RaiaHadsell,raiahadsell,raia hadsell,Executive,ai,214,2.823,214,10694,VP of Research @googledeepmind.,844953243931291648,https://github.com/raiah,300,32,13,8.2,"{'troll': 0, 'banter': 1.2, 'hopeful': 14.9, 'humorous': 8.8, 'teaching': 4.5, 'combative': 0, 'informing': 22.1, 'announcing': 25.9, 'supportive': 20.3, 'provocative': 2, 'devils_advocate': 0.3}",97,False,False,,,170,https://digg.com/u/x/raiahadsell,https://x.com/RaiaHadsell
269,adveisner,adveisner,Jason Eisner,Academic,ai,214,2.823,214,8089,"Professor of CS at Johns Hopkins University, ACL Fellow.  
My tweets speak only for me.",893369040181182464,https://github.com/jeisner,309,40,72,,"{'troll': 0, 'banter': 0.2, 'hopeful': 6.6, 'humorous': 12.9, 'teaching': 17.3, 'combative': 0, 'informing': 22.6, 'announcing': 22.4, 'supportive': 11.5, 'provocative': 4.6, 'devils_advocate': 1.8}",124,False,False,,,171,https://digg.com/u/x/adveisner,https://x.com/adveisner
270,AnimaAnandkumar,animaanandkumar,Prof. Anima Anandkumar,Academic,ai,213,2.81,213,40371,"AI+Science, Bren Professor @caltech, Time100, Fmr Sr Director of #AI research @nvidia Fmr Principal Scientist @awscloud",1393424079634395139,,240,-30,73,9,"{'troll': 0, 'banter': 0.6, 'hopeful': 13.6, 'humorous': 0.5, 'teaching': 11.4, 'combative': 0.2, 'informing': 28.2, 'announcing': 24, 'supportive': 19.4, 'provocative': 1.8, 'devils_advocate': 0.5}",200,False,False,,,172,https://digg.com/u/x/animaanandkumar,https://x.com/AnimaAnandkumar
271,BlackHC,blackhc,Andreas Kirsch 🇺🇦,Researcher,ai,213,2.81,213,16556,"My opinions only here.
👨‍🔬 RS DeepMind 1.8y,  Midjourney 1y 🧑‍🎓 DPhil AIMS 4.5y 🧙‍♂️ RE DeepMind 1y 📺 SWE Google 3y  🎓 TUM  
👤 @nwspk",65385274,https://github.com/BlackHC,241,-30,51,8,"{'troll': 0, 'banter': 2.4, 'hopeful': 7.7, 'humorous': 14.3, 'teaching': 17.4, 'combative': 3.8, 'informing': 21.4, 'announcing': 6.1, 'supportive': 7.9, 'provocative': 16.6, 'devils_advocate': 2.4}",180,False,False,,,173,https://digg.com/u/x/blackhc,https://x.com/BlackHC
